artist_src,artist,project
https://news.ucsc.edu/2019/07/images/kendall-bar-jessica.jpg,Jessica Kendall-Bar,Elephant Seal Animation
https://news.ucsc.edu/2019/07/images/kendall-bar-jessica.jpg,Jessica Kendall-Bar,Elephant Seal Animation
https://news.ucsc.edu/2019/07/images/kendall-bar-jessica.jpg,Jessica Kendall-Bar,Elephant Seal Animation
https://news.ucsc.edu/2019/07/images/kendall-bar-jessica.jpg,Jessica Kendall-Bar,Elephant Seal Animation
